id,observed_on,user_id,quality_grade,url,image_url,description,place_guess,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
3730344,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730344,https://static.inaturalist.org/photos/4333455/medium.jpeg?1469292350,"CVB 25
XMAD_573","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Culicidae,Mosquitoes,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,
3730345,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730345,https://static.inaturalist.org/photos/4333458/medium.jpeg?1469292373,"CVB 25
XMAD_574","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Entomobryoidea,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,,,,
3730346,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730346,https://static.inaturalist.org/photos/4333460/medium.jpeg?1469292394,"CVB 25
XMAD_575","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Entomobryoidea,,Animalia,Arthropoda,Entognatha,Entomobryomorpha,,,,
3730347,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730347,https://static.inaturalist.org/photos/4333462/medium.jpeg?1469292416,"CVB 25
XMAD_576","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Collembola,Springtails,Animalia,Arthropoda,Entognatha,,,,,
3730348,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730348,https://static.inaturalist.org/photos/4333463/medium.jpeg?1469292436,"CVB 25
XMAD_578","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Diptera,Flies,Animalia,Arthropoda,Insecta,Diptera,,,,
3730349,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730349,https://static.inaturalist.org/photos/4333469/medium.jpeg?1469292477,"CVB 25
XMAD_579","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Mycetophilidae,Fungus Gnats,Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,,,
3730350,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730350,https://static.inaturalist.org/photos/4333477/medium.jpeg?1469292499,"CVB 25
XMAD_580","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Pheidole,Big-headed Ants,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Pheidole,,
3730432,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730432,https://static.inaturalist.org/photos/4333566/medium.jpeg?1469292821,"CVB 26
XMAD_581","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Perisphaerinae,,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,
3730433,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730433,https://static.inaturalist.org/photos/4333600/medium.jpeg?1469292901,"CVB 26
XMAD_582","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730434,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730434,https://static.inaturalist.org/photos/4333608/medium.jpeg?1469292921,"CVB 26
XMAD_583","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730435,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730435,https://static.inaturalist.org/photos/4333621/medium.jpeg?1469292965,"CVB 26
XMAD_584","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Camponotus,Carpenter Ants,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,,
3730436,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730436,https://static.inaturalist.org/photos/4333626/medium.jpeg?1469292985,"CVB 26
XMAD_585","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Tetraponera,Old World Elongated Ants,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetraponera,,
3730437,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730437,https://static.inaturalist.org/photos/4333659/medium.jpeg?1469293113,"CVB 26
XMAD_588","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730438,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730438,https://static.inaturalist.org/photos/4333638/medium.jpeg?1469293010,"CVB 26
XMAD_586","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Anostostomatidae,Weta and King Crickets,Animalia,Arthropoda,Insecta,Orthoptera,Anostostomatidae,,,
3730439,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730439,https://static.inaturalist.org/photos/4333660/medium.jpeg?1469293116,"CVB 26
XMAD_589","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Trichonephila inaurata,Redleg Orbweaver,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Trichonephila,Trichonephila inaurata,
3730440,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730440,https://static.inaturalist.org/photos/4333651/medium.jpeg?1469293058,"CVB 26
XMAD_587","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Scorpiones,Scorpions,Animalia,Arthropoda,Arachnida,Scorpiones,,,,
3730441,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730441,https://static.inaturalist.org/photos/4333666/medium.jpeg?1469293139,"CVB 26
XMAD_590","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Odontolakis sexpunctata,,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Odontolakis,Odontolakis sexpunctata,
3730442,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730442,https://static.inaturalist.org/photos/4333669/medium.jpeg?1469293170,"CVB 26
XMAD_593","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Fulgoroidea,Planthoppers,Animalia,Arthropoda,Insecta,Hemiptera,,,,
3730443,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730443,https://static.inaturalist.org/photos/4333673/medium.jpeg?1469293180,"CVB 26
XMAD_594","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Arthropoda,Arthropods,Animalia,Arthropoda,,,,,,
3730445,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730445,https://static.inaturalist.org/photos/4333677/medium.jpeg?1469293202,"CVB 26
XMAD_595","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730446,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730446,https://static.inaturalist.org/photos/4333681/medium.jpeg?1469293217,"CVB 26
XMAD_596","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730447,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730447,https://static.inaturalist.org/photos/4333685/medium.jpeg?1469293229,"CVB 26
XMAD_597","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Gryllidae,True Crickets,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,,
3730449,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730449,https://static.inaturalist.org/photos/4333687/medium.jpeg?1469293255,"CVB 26
XMAD_591","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Scolopendromorpha,Bark Centipedes,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,,,,
3730484,2016-06-04,262154,needs_id,http://www.inaturalist.org/observations/3730484,https://static.inaturalist.org/photos/4333705/medium.jpeg?1469293339,"CVB 29
XMAD_598","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Opsamates,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Opsamates,,
3730485,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730485,https://static.inaturalist.org/photos/4333698/medium.jpeg?1469293321,"CVB 29
XMAD_591","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Ennominae,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,,,
3730486,2016-06-04,262154,needs_id,http://www.inaturalist.org/observations/3730486,https://static.inaturalist.org/photos/4333711/medium.jpeg?1469293359,"CVB 29
XMAD_599","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Maltagorea,,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Maltagorea,,
3730493,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730493,https://static.inaturalist.org/photos/4333748/medium.jpeg?1469293483,"CVB 24
XMAD_603","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Eumolpinae,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,,
3730566,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730566,https://static.inaturalist.org/photos/4333799/medium.jpeg?1469293731,"CVB 28
XMAD_604","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Araneidae,Orbweavers,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,,
3730567,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730567,https://static.inaturalist.org/photos/4333782/medium.jpeg?1469293661,"CVB 28
XMAD_600","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Helicophanta souverbiana,,Animalia,Mollusca,Gastropoda,Stylommatophora,Acavidae,Helicophanta,Helicophanta souverbiana,
3730568,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730568,https://static.inaturalist.org/photos/4333806/medium.jpeg?1469293771,"CVB 28
XMAD_605","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Boophis,Bright-eyed Frogs,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,,
3730569,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730569,https://static.inaturalist.org/photos/4333816/medium.jpeg?1469293832,"CVB 28
XMAD_609","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Trigonidiinae,Trigs and Sword-tailed Crickets,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,,,
3730570,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730570,https://static.inaturalist.org/photos/4333829/medium.jpeg?1469293915,"CVB 28
XMAD_611","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Dolichopodidae,Long-legged Flies,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,,,
3730571,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730571,https://static.inaturalist.org/photos/4333823/medium.jpeg?1469293874,"CVB 28
XMAD_610","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Perisphaerinae,,Animalia,Arthropoda,Insecta,Blattodea,Blaberidae,,,
3730572,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730572,https://static.inaturalist.org/photos/4333836/medium.jpeg?1469293936,"CVB 28
XMAD_612","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Aleochara,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Aleochara,,
3730573,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730573,https://static.inaturalist.org/photos/4333813/medium.jpeg?1469293817,"CVB 28
XMAD_606","Vatovavy-Fitovinany, Madagascar",-21.26404,47.41833,,,false,Anodonthyla,,Animalia,Chordata,Amphibia,Anura,Microhylidae,Anodonthyla,,
3730580,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730580,https://static.inaturalist.org/photos/4333894/medium.jpeg?1469294148,"CVB 29
XMAD_602","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Lithosiini,Lichen Moths,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,,,
3730581,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730581,https://static.inaturalist.org/photos/4333887/medium.jpeg?1469294125,"CVB 29
XMAD_601","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Leptosia,,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Leptosia,,
3730582,2016-06-03,262154,needs_id,http://www.inaturalist.org/observations/3730582,https://static.inaturalist.org/photos/4333898/medium.jpeg?1469294193,"CVB 29
XMAD_607","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Dorcasominae,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,,,
3730586,2016-06-04,262154,needs_id,http://www.inaturalist.org/observations/3730586,https://static.inaturalist.org/photos/4333907/medium.jpeg?1469294276,"CVB 31
XMAD_608","Vatovavy-Fitovinany, Madagascar",-21.26456,47.41815,,,false,Scarabaeinae,Dung Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,,,
3730592,2016-06-04,262154,research,http://www.inaturalist.org/observations/3730592,https://static.inaturalist.org/photos/4333916/medium.jpeg?1469294344,"CVB_32
XMAD_613","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Euchloron megaera lacordairei,,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Euchloron,Euchloron megaera,Euchloron megaera lacordairei
3730634,2016-05-27,262154,needs_id,http://www.inaturalist.org/observations/3730634,https://static.inaturalist.org/photos/4333976/medium.jpeg?1469294767,"CVB_101
XMAD_512","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Lepidoptera,Butterflies and Moths,Animalia,Arthropoda,Insecta,Lepidoptera,,,,
3730635,2016-05-27,262154,needs_id,http://www.inaturalist.org/observations/3730635,https://static.inaturalist.org/photos/4333975/medium.jpeg?1469294748,"CVB_101
XMAD_508","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Lagriinae,Long-jointed Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,,,
3730636,2016-05-27,262154,needs_id,http://www.inaturalist.org/observations/3730636,https://static.inaturalist.org/photos/4333980/medium.jpeg?1469294785,"CVB_101
XMAD_513","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Araneae,Spiders,Animalia,Arthropoda,Arachnida,Araneae,,,,
3730648,2016-05-30,262154,needs_id,http://www.inaturalist.org/observations/3730648,https://static.inaturalist.org/photos/4333993/medium.jpeg?1469294846,"CVB_102
XMAD_514","Vatovavy-Fitovinany, Madagascar",-21.25407,47.42191,,,false,Arbela elegantula,,Animalia,Arthropoda,Insecta,Hemiptera,Nabidae,Arbela,Arbela elegantula,
3803761,2013-12-15,93231,needs_id,http://www.inaturalist.org/observations/3803761,https://static.inaturalist.org/photos/4443360/medium.jpg?1470339659,"Dead
","Ranomafana National Park, , Fianarantsoa, MG",-21.2659166667,47.4230333333,,,false,Boophis,Bright-eyed Frogs,Animalia,Chordata,Amphibia,Anura,Mantellidae,Boophis,,
3820276,2016-08-07,287871,casual,http://www.inaturalist.org/observations/3820276,https://static.inaturalist.org/photos/4467172/medium.jpeg?1470557146,Goose of a sort in Madagascar,,-21.3115803141,47.8026921675,,,false,Anatidae,"Ducks, Geese, and Swans",Animalia,Chordata,Aves,Anseriformes,Anatidae,,,
3880020,2014-03-31,303557,research,http://www.inaturalist.org/observations/3880020,https://static.inaturalist.org/photos/4551654/medium.jpeg?1471138424,Confirmed as Maassenia heydeni by Willy de Prins.,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,,false,Maassenia heydeni,,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Maassenia,Maassenia heydeni,
3880596,2014-03-31,303557,research,http://www.inaturalist.org/observations/3880596,https://static.inaturalist.org/photos/4552594/medium.jpeg?1471143248,,"Vatovavy Fitovinany, MG-FI, MG",-21.3550977631,47.3001381378,,obscured,true,Calumma glawi,Glaw's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma glawi,
3880597,2014-05-12,303557,research,http://www.inaturalist.org/observations/3880597,https://static.inaturalist.org/photos/4552591/medium.jpeg?1471143222,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,,false,Calumma crypticum,Cryptic Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma crypticum,
3880598,2014-05-12,303557,needs_id,http://www.inaturalist.org/observations/3880598,https://static.inaturalist.org/photos/4552598/medium.jpeg?1471143274,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,,false,Calumma,,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,,
3880761,2014-04-01,303557,research,http://www.inaturalist.org/observations/3880761,https://static.inaturalist.org/photos/4552962/medium.jpeg?1471144840,,"Vatovavy Fitovinany, MG-FI, MG",-21.3218955434,47.2388093514,,obscured,true,Hapalemur aureus,Golden Bamboo Lemur,Animalia,Chordata,Mammalia,Primates,Lemuridae,Hapalemur,Hapalemur aureus,
3887523,2014-03-31,303557,research,http://www.inaturalist.org/observations/3887523,https://static.inaturalist.org/photos/4563378/medium.jpeg?1471218046,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,,false,Pseudoxyrhopus tritaeniatus,Three-striped Ground Snake,Animalia,Chordata,Reptilia,Squamata,Pseudoxyrhophiidae,Pseudoxyrhopus,Pseudoxyrhopus tritaeniatus,
3890966,2014-03-31,303557,research,http://www.inaturalist.org/observations/3890966,https://static.inaturalist.org/photos/4568917/medium.jpeg?1471247630,,"Vatovavy Fitovinany, MG-FI, MG",-21.3407440083,47.3757039244,,obscured,true,Microcebus rufus,Rufous Mouse Lemur,Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Microcebus,Microcebus rufus,
3891002,2014-04-01,303557,research,http://www.inaturalist.org/observations/3891002,https://static.inaturalist.org/photos/4568958/medium.jpg?1471248817,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,,false,Brookesia therezieni,Perinet Leaf Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia,Brookesia therezieni,
3895277,2014-03-31,303557,research,http://www.inaturalist.org/observations/3895277,https://static.inaturalist.org/photos/4575424/medium.jpeg?1471305696,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,,false,Calumma crypticum,Cryptic Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma crypticum,
3895278,2014-03-31,303557,research,http://www.inaturalist.org/observations/3895278,https://static.inaturalist.org/photos/4575428/medium.jpeg?1471305714,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,open,false,Zosterops maderaspatanus,Madagascar White-eye,Animalia,Chordata,Aves,Passeriformes,Zosteropidae,Zosterops,Zosterops maderaspatanus,
3972500,2016-04-23,166512,research,http://www.inaturalist.org/observations/3972500,https://static.inaturalist.org/photos/4684705/medium.jpg?1472304800,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,open,false,Uroplatus phantasticus,Satanic Leaf-tailed Gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Uroplatus,Uroplatus phantasticus,
3972707,2016-04-23,166512,research,http://www.inaturalist.org/observations/3972707,https://static.inaturalist.org/photos/4685039/medium.jpg?1472307610,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,open,false,Phelsuma quadriocellata,Peacock Day Gecko,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,Phelsuma quadriocellata,
3973456,2016-04-23,166512,research,http://www.inaturalist.org/observations/3973456,https://static.inaturalist.org/photos/4686202/medium.jpg?1472314616,,"Ranomafana National Park, Vatovavy-Fitovinany, Fianarantsoa, Madagascar",-21.320082,47.396393,,,false,Brookesia superciliaris,Brown Leaf Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Brookesia,Brookesia superciliaris,
3973486,2016-04-24,166512,research,http://www.inaturalist.org/observations/3973486,https://static.inaturalist.org/photos/4686249/medium.jpg?1472315050,,"Vatovavy Fitovinany, MG-FI, MG",-21.2681623106,47.3662251493,,obscured,true,Calumma oshaughnessyi,O'Shaughnessy's Chameleon,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Calumma,Calumma oshaughnessyi,
